Timestamp,Gold,Building,Population,Happiness,Pollution,CardID
,20,0,0,0,0 
,0,0,0,50,0 
,0,0,0,50,0 
,0,0,0,50,0 
,0,0,0,50,0 
,0,0,0,50,0 
,0,0,0,50,0 
,0,0,0,50,0 
,0,0,0,50,0 
,2,0,0,50,0 
,2,0,0,50,0.19 
,0,0,0,50,0.19 
,0,0,0,50,0.19 
,0,0,0,50,0.19 
,0,0,0,50,0.19 
,0,0,0,50,0.19 
,0,0,0,50,0.19 
,4,0,0,50,0.19 
,4,0,0,50,4.04 
,0,0,0,50,4.04 
,0,0,0,50,4.04 
,0,0,0,50,4.04 
,0,0,0,50,4.04 
,0,0,0,50,4.04 
,0,0,0,50,4.04 
,0,0,0,50,4.04 
,0,0,0,50,4.04 
,5,0,0,50,4.04 
,5,0,0,50,12.68 
,0,0,0,50,12.68 
,0,0,0,50,12.68 
,0,0,0,50,12.68 
,0,0,0,50,12.68 
,0,0,0,50,12.68 
,0,0,0,50,12.68 
,0,0,0,50,12.68 
,0,0,0,50,12.68 
,0,0,0,50,12.68 
,0,0,0,50,12.68 
,8,0,0,50,12.68 
,8,0,0,50,42.56 
,0,0,0,50,42.56 
,0,0,0,50,42.56 
,0,0,0,50,42.56 
,0,0,0,50,42.56 
,0,0,0,50,42.56 
,0,0,0,50,42.56 
,0,0,0,50,42.56 
,0,0,0,50,42.56 
,10,0,0,50,42.56 
,10,0,0,50,67.26 
,5,0,0,50,67.26 
,5,0,0,50,67.26 
,0,0,0,50,67.26 
,0,0,0,50,67.26 
,0,0,0,50,67.26 
,0,0,0,50,67.26 
,11,0,0,50,67.26 
,11,0,0,50,100 
,6,0,0,50,100 
,6,0,0,50,100 
,17,0,0,50,100 
,17,0,0,50,100 
,28,0,0,50,100 
,28,0,0,50,100 
,39,0,0,50,100 
,39,0,0,50,100 
,50,0,0,50,100 
,50,0,0,50,100 
,61,0,0,50,100 
,61,0,0,50,100 
,72,0,0,50,100 
,72,0,0,50,100 
,83,0,0,50,100 
,83,0,0,50,100 
,94,0,0,50,100 
